"year","stcd","inc","pwin","dv","dvp","fr","po1","po2","redist","dexp","rexp","dpres","switchb","switcha","stch","cdch","cd","state","alphast","FIPS","ICPSR","RevShr","region","sequence","hibst","cdn","alphastcd"
1946,101,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"1","01","1","Alabama","AL",1,41,"1","S","1",1,1,"AL01"
1946,102,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"1","02","2","Alabama","AL",1,41,"1","S","1",1,2,"AL02"
1946,103,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"1","03","3","Alabama","AL",1,41,"1","S","1",1,3,"AL03"
1946,104,1,1,88.1,84.5,0,0,0,0,NA,NA,NA,0,0,"1","04","4","Alabama","AL",1,41,"1","S","1",1,4,"AL04"
1946,105,1,1,NA,NA,1,5,2,0,NA,NA,NA,0,0,"1","05","5","Alabama","AL",1,41,"1","S","1",1,5,"AL05"
1946,106,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"1","06","6","Alabama","AL",1,41,"1","S","1",1,6,"AL06"
1946,107,1,1,72.7,65.9,0,0,0,0,NA,NA,NA,0,0,"1","07","7","Alabama","AL",1,41,"1","S","1",1,7,"AL07"
1946,108,1,1,92.4,NA,0,0,0,0,NA,NA,NA,0,0,"1","08","8","Alabama","AL",1,41,"1","S","1",1,8,"AL08"
1946,109,2,1,94.1,81.7,9,0,0,0,NA,NA,NA,0,0,"1","09","9","Alabama","AL",1,41,"1","S","1",1,9,"AL09"
1946,301,1,1,NA,NA,0,0,1,0,NA,NA,NA,0,0,"3","01","1","Arizona","AZ",4,61,"3","W","2",3,1,"AZ01"
1946,302,1,1,NA,NA,0,0,1,0,NA,NA,NA,0,0,"3","02","2","Arizona","AZ",4,61,"3","W","2",3,2,"AZ02"
1946,401,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"4","01","1","Arkansas","AR",5,42,"4","S","3",4,1,"AR01"
1946,402,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"4","02","2","Arkansas","AR",5,42,"4","S","3",4,2,"AR02"
1946,403,1,1,NA,63.3,1,5,2,0,NA,NA,NA,0,0,"4","03","3","Arkansas","AR",5,42,"4","S","3",4,3,"AR03"
1946,404,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"4","04","4","Arkansas","AR",5,42,"4","S","3",4,4,"AR04"
1946,405,1,1,85.2,87.1,0,0,0,0,NA,NA,NA,0,0,"4","05","5","Arkansas","AR",5,42,"4","S","3",4,5,"AR05"
1946,406,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"4","06","6","Arkansas","AR",5,42,"4","S","3",4,6,"AR06"
1946,407,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"4","07","7","Arkansas","AR",5,42,"4","S","3",4,7,"AR07"
1946,501,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"5","01","1","California","CA",6,71,"5","W","4",5,1,"CA01"
1946,502,1,1,NA,63.8,0,5,2,0,NA,NA,NA,0,0,"5","02","2","California","CA",6,71,"5","W","4",5,2,"CA02"
1946,503,0,0,NA,NA,0,5,2,0,NA,NA,NA,0,0,"5","03","3","California","CA",6,71,"5","W","4",5,3,"CA03"
1946,504,1,1,52.9,50.1,1,0,0,0,NA,NA,NA,0,1,"5","04","4","California","CA",6,71,"5","W","4",5,4,"CA04"
1946,505,0,0,NA,NA,0,5,2,0,NA,NA,NA,0,0,"5","05","5","California","CA",6,71,"5","W","4",5,5,"CA05"
1946,506,1,1,NA,52,1,5,2,0,NA,NA,NA,0,1,"5","06","6","California","CA",6,71,"5","W","4",5,6,"CA06"
1946,507,2,0,43.8,57.9,9,3,0,0,NA,NA,NA,1,0,"5","07","7","California","CA",6,71,"5","W","4",5,7,"CA07"
1946,508,0,0,NA,43.5,0,5,2,0,NA,NA,NA,0,0,"5","08","8","California","CA",6,71,"5","W","4",5,8,"CA08"
1946,509,0,0,46.3,NA,0,0,0,0,NA,NA,NA,0,0,"5","09","9","California","CA",6,71,"5","W","4",5,9,"CA09"
1946,510,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"5","10","10","California","CA",6,71,"5","W","4",5,10,"CA10"
1946,511,1,0,46.9,56,0,1,0,0,NA,NA,NA,1,0,"5","11","11","California","CA",6,71,"5","W","4",5,11,"CA11"
1946,512,1,0,43.3,55.3,0,0,0,0,NA,NA,NA,1,0,"5","12","12","California","CA",6,71,"5","W","4",5,12,"CA12"
1946,513,1,0,48.2,54.9,1,1,4,0,NA,NA,NA,1,1,"5","13","13","California","CA",6,71,"5","W","4",5,13,"CA13"
1946,514,1,1,54.3,51.5,1,1,4,0,NA,NA,NA,0,0,"5","14","14","California","CA",6,71,"5","W","4",5,14,"CA14"
1946,515,0,0,NA,41.6,1,5,2,0,NA,NA,NA,0,1,"5","15","15","California","CA",6,71,"5","W","4",5,15,"CA15"
1946,516,2,0,37,54.1,9,2,0,0,NA,NA,NA,1,0,"5","16","16","California","CA",6,71,"5","W","4",5,16,"CA16"
1946,517,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"5","17","17","California","CA",6,71,"5","W","4",5,17,"CA17"
1946,518,1,0,47.2,55.6,1,0,0,0,NA,NA,NA,1,1,"5","18","18","California","CA",6,71,"5","W","4",5,18,"CA18"
1946,519,1,1,NA,71.7,0,5,2,0,NA,NA,NA,0,0,"5","19","19","California","CA",6,71,"5","W","4",5,19,"CA19"
1946,520,0,0,40.6,46.5,0,1,4,0,NA,NA,NA,0,0,"5","20","20","California","CA",6,71,"5","W","4",5,20,"CA20"
1946,521,1,1,52.7,58.5,0,0,0,0,NA,NA,NA,0,0,"5","21","21","California","CA",6,71,"5","W","4",5,21,"CA21"
1946,522,0,0,37.9,NA,0,1,0,0,NA,NA,NA,0,0,"5","22","22","California","CA",6,71,"5","W","4",5,22,"CA22"
1946,523,1,0,43.7,55.1,0,0,0,0,NA,NA,NA,1,0,"5","23","23","California","CA",6,71,"5","W","4",5,23,"CA23"
1946,601,0,1,52.1,47.8,0,1,0,0,NA,NA,NA,1,0,"6","01","1","Colorado","CO",8,62,"6","W","5",6,1,"CO01"
1946,602,0,0,33.4,36.8,0,0,0,0,NA,NA,NA,0,0,"6","02","2","Colorado","CO",8,62,"6","W","5",6,2,"CO02"
1946,603,0,0,45.4,43.7,0,0,0,0,NA,NA,NA,0,0,"6","03","3","Colorado","CO",8,62,"6","W","5",6,3,"CO03"
1946,604,0,0,41.3,38.3,0,0,0,0,NA,NA,NA,0,0,"6","04","4","Colorado","CO",8,62,"6","W","5",6,4,"CO04"
1946,701,1,0,46.9,54,0,1,8,0,NA,NA,NA,1,0,"7","01","1","Connecticut","CT",9,1,"7","NE","6",7,1,"CT01"
1946,702,1,0,44.7,51.2,1,0,0,0,NA,NA,NA,1,1,"7","02","2","Connecticut","CT",9,1,"7","NE","6",7,2,"CT02"
1946,703,1,0,41.1,51.5,1,1,0,0,NA,NA,NA,1,1,"7","03","3","Connecticut","CT",9,1,"7","NE","6",7,3,"CT03"
1946,704,3,0,38.3,49.5,9,0,0,0,NA,NA,NA,0,0,"7","04","4","Connecticut","CT",9,1,"7","NE","6",7,4,"CT04"
1946,705,3,0,43.5,47.7,9,0,0,0,NA,NA,NA,0,0,"7","05","5","Connecticut","CT",9,1,"7","NE","6",7,5,"CT05"
1946,706,1,0,42.4,51.2,1,0,0,0,NA,NA,NA,1,1,"7","06","6","Connecticut","CT",9,1,"7","NE","6",7,6,"CT06"
1946,801,1,0,43.6,50.3,0,0,0,0,NA,NA,NA,1,0,"8","01","1","Delaware","DE",10,11,"8","NE","7",8,1,"DE01"
1946,901,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"9","01","1","Florida","FL",12,43,"10","S","8",9,1,"FL01"
1946,902,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"9","02","2","Florida","FL",12,43,"10","S","8",9,2,"FL02"
1946,903,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"9","03","3","Florida","FL",12,43,"10","S","8",9,3,"FL03"
1946,904,2,1,71.9,72,9,0,0,0,NA,NA,NA,0,0,"9","04","4","Florida","FL",12,43,"10","S","8",9,4,"FL04"
1946,905,1,1,61.3,67.5,0,0,0,0,NA,NA,NA,0,0,"9","05","5","Florida","FL",12,43,"10","S","8",9,5,"FL05"
1946,906,1,1,71.1,69.7,1,0,0,0,NA,NA,NA,0,0,"9","06","6","Florida","FL",12,43,"10","S","8",9,6,"FL06"
1946,1001,2,1,NA,NA,9,7,5,0,NA,NA,NA,0,0,"10","01","1","Georgia","GA",13,44,"11","S","9",10,1,"GA01"
1946,1002,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"10","02","2","Georgia","GA",13,44,"11","S","9",10,2,"GA02"
1946,1003,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"10","03","3","Georgia","GA",13,44,"11","S","9",10,3,"GA03"
1946,1004,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"10","04","4","Georgia","GA",13,44,"11","S","9",10,4,"GA04"
1946,1005,2,1,NA,NA,9,7,5,0,NA,NA,NA,0,0,"10","05","5","Georgia","GA",13,44,"11","S","9",10,5,"GA05"
1946,1006,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"10","06","6","Georgia","GA",13,44,"11","S","9",10,6,"GA06"
1946,1007,2,1,NA,NA,9,7,5,0,NA,NA,NA,0,0,"10","07","7","Georgia","GA",13,44,"11","S","9",10,7,"GA07"
1946,1008,2,1,NA,NA,9,7,2,0,NA,NA,NA,0,0,"10","08","8","Georgia","GA",13,44,"11","S","9",10,8,"GA08"
1946,1009,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"10","09","9","Georgia","GA",13,44,"11","S","9",10,9,"GA09"
1946,1010,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"10","10","10","Georgia","GA",13,44,"11","S","9",10,10,"GA10"
1946,1201,1,0,49.5,56.6,0,1,4,0,NA,NA,NA,1,0,"12","01","1","Idaho","ID",16,63,"13","W","10",12,1,"ID01"
1946,1202,3,0,39.3,47.7,9,3,6,0,NA,NA,NA,0,0,"12","02","2","Idaho","ID",16,63,"13","W","10",12,2,"ID02"
1946,1301,1,1,56.8,62,0,1,4,0,NA,NA,NA,0,0,"13","01","1","Illinois","IL",17,21,"14","NC","11",13,1,"IL01"
1946,1302,1,0,48.7,57.3,0,0,0,0,NA,NA,NA,1,0,"13","02","2","Illinois","IL",17,21,"14","NC","11",13,2,"IL02"
1946,1303,1,0,42.8,52,1,1,8,0,NA,NA,NA,1,1,"13","03","3","Illinois","IL",17,21,"14","NC","11",13,3,"IL03"
1946,1304,1,1,70.7,80.4,0,0,0,0,NA,NA,NA,0,0,"13","04","4","Illinois","IL",17,21,"14","NC","11",13,4,"IL04"
1946,1305,1,1,71.6,76.3,0,0,0,0,NA,NA,NA,0,0,"13","05","5","Illinois","IL",17,21,"14","NC","11",13,5,"IL05"
1946,1306,1,1,52,60.1,0,0,0,0,NA,NA,NA,0,0,"13","06","6","Illinois","IL",17,21,"14","NC","11",13,6,"IL06"
1946,1307,1,0,45,54.6,0,0,0,0,NA,NA,NA,1,0,"13","07","7","Illinois","IL",17,21,"14","NC","11",13,7,"IL07"
1946,1308,1,1,77.3,79.2,0,0,0,0,NA,NA,NA,0,0,"13","08","8","Illinois","IL",17,21,"14","NC","11",13,8,"IL08"
1946,1309,1,0,48.7,52.8,1,0,0,0,NA,NA,NA,1,1,"13","09","9","Illinois","IL",17,21,"14","NC","11",13,9,"IL09"
1946,1310,0,0,35.3,44.2,0,0,0,0,NA,NA,NA,0,0,"13","10","10","Illinois","IL",17,21,"14","NC","11",13,10,"IL10"
1946,1311,0,0,25.1,33.8,0,0,0,0,NA,NA,NA,0,0,"13","11","11","Illinois","IL",17,21,"14","NC","11",13,11,"IL11"
1946,1312,0,0,30.9,39.1,0,0,0,0,NA,NA,NA,0,0,"13","12","12","Illinois","IL",17,21,"14","NC","11",13,12,"IL12"
1946,1313,0,0,22.2,30,0,0,0,0,NA,NA,NA,0,0,"13","13","13","Illinois","IL",17,21,"14","NC","11",13,13,"IL13"
1946,1314,0,0,37.9,45.6,0,0,0,0,NA,NA,NA,0,0,"13","14","14","Illinois","IL",17,21,"14","NC","11",13,14,"IL14"
1946,1315,0,0,35.7,40.7,0,1,4,0,NA,NA,NA,0,0,"13","15","15","Illinois","IL",17,21,"14","NC","11",13,15,"IL15"
1946,1316,0,0,32.5,41,0,0,0,0,NA,NA,NA,0,0,"13","16","16","Illinois","IL",17,21,"14","NC","11",13,16,"IL16"
1946,1317,0,0,28.8,33.7,0,0,0,0,NA,NA,NA,0,0,"13","17","17","Illinois","IL",17,21,"14","NC","11",13,17,"IL17"
1946,1318,3,0,34.9,43.1,9,2,0,0,NA,NA,NA,0,0,"13","18","18","Illinois","IL",17,21,"14","NC","11",13,18,"IL18"
1946,1319,0,0,37.5,44.2,0,0,0,0,NA,NA,NA,0,0,"13","19","19","Illinois","IL",17,21,"14","NC","11",13,19,"IL19"
1946,1320,0,0,41.2,44.4,0,0,0,0,NA,NA,NA,0,0,"13","20","20","Illinois","IL",17,21,"14","NC","11",13,20,"IL20"
1946,1321,0,0,44.9,44.3,0,0,0,0,NA,NA,NA,0,0,"13","21","21","Illinois","IL",17,21,"14","NC","11",13,21,"IL21"
1946,1322,1,1,50.7,50.8,1,1,4,0,NA,NA,NA,0,1,"13","22","22","Illinois","IL",17,21,"14","NC","11",13,22,"IL22"
1946,1323,0,0,45.1,45.3,0,0,0,0,NA,NA,NA,0,0,"13","23","23","Illinois","IL",17,21,"14","NC","11",13,23,"IL23"
1946,1324,0,0,41.1,NA,2,1,0,0,NA,NA,NA,0,0,"13","24","24","Illinois","IL",17,21,"14","NC","11",13,24,"IL24"
1946,1325,0,0,40.2,46.5,0,0,0,0,NA,NA,NA,0,0,"13","25","25","Illinois","IL",17,21,"14","NC","11",13,25,"IL25"
1946,1326,1,0,44.9,52.3,0,1,8,0,NA,NA,NA,1,0,"13","26","26","Illinois","IL",17,21,"14","NC","11",13,26,"IL26"
1946,1401,1,1,52.6,61.7,0,1,0,0,NA,NA,NA,0,0,"14","01","1","Indiana","IN",18,22,"15","NC","12",14,1,"IN01"
1946,1402,0,0,38.1,38.1,0,0,0,0,NA,NA,NA,0,0,"14","02","2","Indiana","IN",18,22,"15","NC","12",14,2,"IN02"
1946,1403,0,0,43.7,47.9,0,1,4,0,NA,NA,NA,0,0,"14","03","3","Indiana","IN",18,22,"15","NC","12",14,3,"IN03"
1946,1404,0,0,39.9,39.8,0,0,0,0,NA,NA,NA,0,0,"14","04","4","Indiana","IN",18,22,"15","NC","12",14,4,"IN04"
1946,1405,0,0,43.5,45.9,0,0,0,0,NA,NA,NA,0,0,"14","05","5","Indiana","IN",18,22,"15","NC","12",14,5,"IN05"
1946,1406,0,0,42.1,44.6,0,0,0,0,NA,NA,NA,0,0,"14","06","6","Indiana","IN",18,22,"15","NC","12",14,6,"IN06"
1946,1407,0,0,48.5,45.8,0,0,0,0,NA,NA,NA,0,0,"14","07","7","Indiana","IN",18,22,"15","NC","12",14,7,"IN07"
1946,1408,3,0,47.8,47.8,9,2,5,0,NA,NA,NA,0,0,"14","08","8","Indiana","IN",18,22,"15","NC","12",14,8,"IN08"
1946,1409,0,0,43.7,44,0,0,0,0,NA,NA,NA,0,0,"14","09","9","Indiana","IN",18,22,"15","NC","12",14,9,"IN09"
1946,1410,0,0,38.7,45,0,0,0,0,NA,NA,NA,0,0,"14","10","10","Indiana","IN",18,22,"15","NC","12",14,10,"IN10"
1946,1411,1,1,51.4,51.3,0,1,4,0,NA,NA,NA,0,0,"14","11","11","Indiana","IN",18,22,"15","NC","12",14,11,"IN11"
1946,1501,0,0,38.5,43.3,0,0,0,0,NA,NA,NA,0,0,"15","01","1","Iowa","IA",19,31,"16","NC","13",15,1,"IA01"
1946,1502,0,0,40.9,44.1,0,0,0,0,NA,NA,NA,0,0,"15","02","2","Iowa","IA",19,31,"16","NC","13",15,2,"IA02"
1946,1503,0,0,38,43.2,0,0,0,0,NA,NA,NA,0,0,"15","03","3","Iowa","IA",19,31,"16","NC","13",15,3,"IA03"
1946,1504,0,0,41.6,45.2,0,1,4,0,NA,NA,NA,0,0,"15","04","4","Iowa","IA",19,31,"16","NC","13",15,4,"IA04"
1946,1505,0,0,40.6,45.8,0,1,4,0,NA,NA,NA,0,0,"15","05","5","Iowa","IA",19,31,"16","NC","13",15,5,"IA05"
1946,1506,0,0,36.6,41.1,1,1,4,0,NA,NA,NA,0,0,"15","06","6","Iowa","IA",19,31,"16","NC","13",15,6,"IA06"
1946,1507,0,0,37,38.4,0,0,0,0,NA,NA,NA,0,0,"15","07","7","Iowa","IA",19,31,"16","NC","13",15,7,"IA07"
1946,1508,0,0,31.4,43.8,0,0,0,0,NA,NA,NA,0,0,"15","08","8","Iowa","IA",19,31,"16","NC","13",15,8,"IA08"
1946,1601,0,0,35.7,32.7,1,0,0,0,NA,NA,NA,0,0,"16","01","1","Kansas","KS",20,32,"17","NC","14",16,1,"KS01"
1946,1602,0,0,41.2,40.9,0,0,0,0,NA,NA,NA,0,0,"16","02","2","Kansas","KS",20,32,"17","NC","14",16,2,"KS02"
1946,1603,3,0,44.7,39.8,9,2,0,0,NA,NA,NA,0,0,"16","03","3","Kansas","KS",20,32,"17","NC","14",16,3,"KS03"
1946,1604,0,0,43.9,41.5,0,0,0,0,NA,NA,NA,0,0,"16","04","4","Kansas","KS",20,32,"17","NC","14",16,4,"KS04"
1946,1605,0,0,37.4,31,0,0,0,0,NA,NA,NA,0,0,"16","05","5","Kansas","KS",20,32,"17","NC","14",16,5,"KS05"
1946,1606,3,0,39.5,34,9,0,0,0,NA,NA,NA,0,0,"16","06","6","Kansas","KS",20,32,"17","NC","14",16,6,"KS06"
1946,1701,1,1,66.7,69.9,0,0,0,0,NA,NA,NA,0,0,"17","01","1","Kentucky","KY",21,51,"18","S","15",17,1,"KY01"
1946,1702,1,1,56.6,57.5,1,1,4,0,NA,NA,NA,0,0,"17","02","2","Kentucky","KY",21,51,"18","S","15",17,2,"KY02"
1946,1703,1,0,41.9,57.4,0,0,0,0,NA,NA,NA,1,0,"17","03","3","Kentucky","KY",21,51,"18","S","15",17,3,"KY03"
1946,1704,1,1,53,54.7,1,1,0,0,NA,NA,NA,0,0,"17","04","4","Kentucky","KY",21,51,"18","S","15",17,4,"KY04"
1946,1705,1,1,51.2,58.1,0,0,0,0,NA,NA,NA,0,0,"17","05","5","Kentucky","KY",21,51,"18","S","15",17,5,"KY05"
1946,1706,1,1,55,58.9,0,0,0,0,NA,NA,NA,0,0,"17","06","6","Kentucky","KY",21,51,"18","S","15",17,6,"KY06"
1946,1707,1,0,40.6,52.6,0,0,0,0,NA,NA,NA,1,0,"17","07","7","Kentucky","KY",21,51,"18","S","15",17,7,"KY07"
1946,1708,1,1,52.6,54.4,0,0,0,0,NA,NA,NA,0,0,"17","08","8","Kentucky","KY",21,51,"18","S","15",17,8,"KY08"
1946,1709,0,0,NA,31,0,5,2,0,NA,NA,NA,0,0,"17","09","9","Kentucky","KY",21,51,"18","S","15",17,9,"KY09"
1946,1801,1,1,91.8,NA,0,0,0,0,NA,NA,NA,0,0,"18","01","1","Louisiana","LA",22,45,"19","S","16",18,1,"LA01"
1946,1802,2,1,90.7,NA,9,3,8,0,NA,NA,NA,0,0,"18","02","2","Louisiana","LA",22,45,"19","S","16",18,2,"LA02"
1946,1803,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"18","03","3","Louisiana","LA",22,45,"19","S","16",18,3,"LA03"
1946,1804,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"18","04","4","Louisiana","LA",22,45,"19","S","16",18,4,"LA04"
1946,1805,2,1,NA,NA,9,7,2,0,NA,NA,NA,0,0,"18","05","5","Louisiana","LA",22,45,"19","S","16",18,5,"LA05"
1946,1806,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"18","06","6","Louisiana","LA",22,45,"19","S","16",18,6,"LA06"
1946,1807,1,1,NA,NA,1,5,2,0,NA,NA,NA,0,0,"18","07","7","Louisiana","LA",22,45,"19","S","16",18,7,"LA07"
1946,1808,1,1,NA,NA,0,5,2,0,NA,NA,NA,0,0,"18","08","8","Louisiana","LA",22,45,"19","S","16",18,8,"LA08"
1946,1901,0,0,40.4,31.2,0,0,0,0,NA,NA,NA,0,0,"19","01","1","Maine","ME",23,2,"20","NE","17",19,1,"ME01"
1946,1902,0,0,39.3,32.2,0,0,0,0,NA,NA,NA,0,0,"19","02","2","Maine","ME",23,2,"20","NE","17",19,2,"ME02"
1946,1903,0,0,27.1,22.1,0,0,0,0,NA,NA,NA,0,0,"19","03","3","Maine","ME",23,2,"20","NE","17",19,3,"ME03"
1946,2001,1,0,49.1,50.8,1,0,0,0,NA,NA,NA,1,0,"20","01","1","Maryland","MD",24,52,"21","S","18",20,1,"MD01"
1946,2002,2,1,52.4,57,9,4,7,0,NA,NA,NA,0,0,"20","02","2","Maryland","MD",24,52,"21","S","18",20,2,"MD02"
1946,2003,1,1,63.9,73.5,0,0,0,0,NA,NA,NA,0,0,"20","03","3","Maryland","MD",24,52,"21","S","18",20,3,"MD03"
1946,2004,1,1,57.2,59.2,1,0,0,0,NA,NA,NA,0,1,"20","04","4","Maryland","MD",24,52,"21","S","18",20,4,"MD04"
1946,2005,1,1,58.2,64.8,0,0,0,0,NA,NA,NA,0,0,"20","05","5","Maryland","MD",24,52,"21","S","18",20,5,"MD05"
1946,2006,0,0,41.9,42.1,0,0,0,0,NA,NA,NA,0,0,"20","06","6","Maryland","MD",24,52,"21","S","18",20,6,"MD06"
1946,2101,0,0,43.9,49.5,1,0,0,0,NA,NA,NA,0,0,"21","01","1","Massachusetts","MA",25,3,"22","NE","19",21,1,"MA01"
1946,2102,0,0,48.6,44.3,0,0,0,0,NA,NA,NA,0,0,"21","02","2","Massachusetts","MA",25,3,"22","NE","19",21,2,"MA02"
1946,2103,1,1,62.2,61.5,0,0,0,0,NA,NA,NA,0,0,"21","03","3","Massachusetts","MA",25,3,"22","NE","19",21,3,"MA03"
1946,2104,0,1,50.5,44.5,0,1,0,0,NA,NA,NA,1,0,"21","04","4","Massachusetts","MA",25,3,"22","NE","19",21,4,"MA04"
1946,2105,0,0,28.1,26.8,0,0,0,0,NA,NA,NA,0,0,"21","05","5","Massachusetts","MA",25,3,"22","NE","19",21,5,"MA05"
1946,2106,0,0,29.8,33,0,0,0,0,NA,NA,NA,0,0,"21","06","6","Massachusetts","MA",25,3,"22","NE","19",21,6,"MA06"
1946,2107,1,1,61.7,67.9,0,1,0,0,NA,NA,NA,0,0,"21","07","7","Massachusetts","MA",25,3,"22","NE","19",21,7,"MA07"
1946,2108,0,0,36.5,42.5,0,0,0,0,NA,NA,NA,0,0,"21","08","8","Massachusetts","MA",25,3,"22","NE","19",21,8,"MA08"
1946,2109,0,0,38.3,41.5,0,0,0,0,NA,NA,NA,0,0,"21","09","9","Massachusetts","MA",25,3,"22","NE","19",21,9,"MA09"
1946,2110,0,0,36,44.2,0,0,0,0,NA,NA,NA,0,0,"21","10","10","Massachusetts","MA",25,3,"22","NE","19",21,10,"MA10"
1946,2111,2,1,71.9,65.6,9,0,0,0,NA,NA,NA,0,0,"21","11","11","Massachusetts","MA",25,3,"22","NE","19",21,11,"MA11"
1946,2112,1,1,NA,75.8,0,5,2,0,NA,NA,NA,0,0,"21","12","12","Massachusetts","MA",25,3,"22","NE","19",21,12,"MA12"
1946,2113,0,0,32.5,34.2,0,0,0,0,NA,NA,NA,0,0,"21","13","13","Massachusetts","MA",25,3,"22","NE","19",21,13,"MA13"
1946,2114,0,0,36.4,38,0,0,0,0,NA,NA,NA,0,0,"21","14","14","Massachusetts","MA",25,3,"22","NE","19",21,14,"MA14"
1946,2201,1,1,66.6,80.9,0,1,8,0,NA,NA,NA,0,0,"22","01","1","Michigan","MI",26,23,"23","NC","20",22,1,"MI01"
1946,2202,0,0,28.2,35,0,0,0,0,NA,NA,NA,0,0,"22","02","2","Michigan","MI",26,23,"23","NC","20",22,2,"MI02"
1946,2203,0,0,30.3,37,0,0,0,0,NA,NA,NA,0,0,"22","03","3","Michigan","MI",26,23,"23","NC","20",22,3,"MI03"
1946,2204,0,0,26.8,35.6,0,0,0,0,NA,NA,NA,0,0,"22","04","4","Michigan","MI",26,23,"23","NC","20",22,4,"MI04"
1946,2205,0,0,28.4,42.3,0,0,0,0,NA,NA,NA,0,0,"22","05","5","Michigan","MI",26,23,"23","NC","20",22,5,"MI05"
1946,2206,0,0,42.3,44.5,0,0,0,0,NA,NA,NA,0,0,"22","06","6","Michigan","MI",26,23,"23","NC","20",22,6,"MI06"
1946,2207,0,0,25.2,33.6,0,0,0,0,NA,NA,NA,0,0,"22","07","7","Michigan","MI",26,23,"23","NC","20",22,7,"MI07"
1946,2208,0,0,26.7,32.2,0,0,0,0,NA,NA,NA,0,0,"22","08","8","Michigan","MI",26,23,"23","NC","20",22,8,"MI08"
1946,2209,0,0,27.8,37.4,0,0,0,0,NA,NA,NA,0,0,"22","09","9","Michigan","MI",26,23,"23","NC","20",22,9,"MI09"
1946,2210,0,0,28.3,35,0,0,0,0,NA,NA,NA,0,0,"22","10","10","Michigan","MI",26,23,"23","NC","20",22,10,"MI10"
1946,2211,0,0,34,40.8,0,0,0,0,NA,NA,NA,0,0,"22","11","11","Michigan","MI",26,23,"23","NC","20",22,11,"MI11"
1946,2212,1,0,45.4,50.5,0,1,8,0,NA,NA,NA,1,0,"22","12","12","Michigan","MI",26,23,"23","NC","20",22,12,"MI12"
1946,2213,1,0,47.2,58.1,0,0,0,0,NA,NA,NA,1,0,"22","13","13","Michigan","MI",26,23,"23","NC","20",22,13,"MI13"
1946,2214,1,0,46.7,54.7,0,0,0,0,NA,NA,NA,1,0,"22","14","14","Michigan","MI",26,23,"23","NC","20",22,14,"MI14"
1946,2215,1,1,52.3,63.8,0,0,0,0,NA,NA,NA,0,0,"22","15","15","Michigan","MI",26,23,"23","NC","20",22,15,"MI15"
1946,2216,1,1,52.9,61.6,0,1,0,0,NA,NA,NA,0,0,"22","16","16","Michigan","MI",26,23,"23","NC","20",22,16,"MI16"
1946,2217,0,0,34.9,43,0,0,0,0,NA,NA,NA,0,0,"22","17","17","Michigan","MI",26,23,"23","NC","20",22,17,"MI17"
1946,2301,0,0,31.6,38.3,0,0,0,0,NA,NA,NA,0,0,"23","01","1","Minnesota","MN",27,33,"24","NC","21",23,1,"MN01"
1946,2302,0,0,24,24.3,0,0,0,0,NA,NA,NA,0,0,"23","02","2","Minnesota","MN",27,33,"24","NC","21",23,2,"MN02"
1946,2303,2,0,48.5,50.9,9,4,7,0,NA,NA,NA,1,1,"23","03","3","Minnesota","MN",27,33,"24","NC","21",23,3,"MN03"
1946,2304,1,0,47.9,50.9,1,1,0,0,NA,NA,NA,1,1,"23","04","4","Minnesota","MN",27,33,"24","NC","21",23,4,"MN04"
1946,2305,0,0,41.7,43.4,0,0,0,0,NA,NA,NA,0,0,"23","05","5","Minnesota","MN",27,33,"24","NC","21",23,5,"MN05"
1946,2306,0,0,42.6,33.7,0,0,0,0,NA,NA,NA,0,0,"23","06","6","Minnesota","MN",27,33,"24","NC","21",23,6,"MN06"
1946,2307,0,0,34.6,34.1,0,1,0,0,NA,NA,NA,0,0,"23","07","7","Minnesota","MN",27,33,"24","NC","21",23,7,"MN07"
1946,2308,0,1,57.7,48.2,0,1,4,0,NA,NA,NA,1,0,"23","08","8","Minnesota","MN",27,33,"24","NC","21",23,8,"MN08"
