region,country,gdp_per_capita,gdp_growth,exports_gdp_pct,imports_gdp_pct,agriculture_land_pct,unemployment_rate,industry_value_added_pct,household_consumption_pct,population_total,urban_population_pct,life_expectancy,infant_mortality,population_65plus_pct,health_expenditure_pc,health_expenditure_gdp,hospital_beds_per_1k,maternal_mortality,access_to_safe_water,primary_enrollment,secondary_enrollment,tertiary_enrollment,adult_literacy_rate,control_of_corruption,government_effectiveness,political_stability,regulatory_quality,rule_of_law,voice_and_accountability,electricity_access_pct,internet_users_pct,air_passengers,co2_emissions_pc
Middle East & North Africa,Jordan,3964.7847944366854,2.235636539384639,36.46370382594242,55.135239767926045,11.68027386914062,16.967545454545455,24.50074295176993,78.68528663153249,10535560.454545455,91.16254545454545,75.9332,13.8,3.811393203805083,293.10815090666665,7.106340991111111,1.395,41.9,98.93976766711087,98.47061776324793,90.22502561742662,32.32042551022645,95.13999938964844,0.1289227982982993,0.1465888306498527,-0.3752596482634545,0.11664255838841206,0.2571620389819146,-0.7476273655891417,99.93,70.38069,2776713,2.3415036716341264
Middle East & North Africa,Kuwait,27025.94423888356,0.33644392571367954,54.039595289515056,39.5310904091216,8.433782267115602,2.4496363636363636,58.367254796617,39.54244464060176,4327567.7272727275,100,80.13998536585368,7.68,3.0229309230525754,1501.3473036022222,4.774676084444445,2.1142857142857143,17.1,100,90.49495825530798,94.22970199584961,54.643654154226425,96.0625,-0.14498857036232948,-0.0950562506914138,0.1275912307202816,0.05178255597129461,0.16409463929012427,-0.6478508651256562,100,94.17184,4367769.625,23.552754369348662
East Asia & Pacific,Lao PDR,2434.2993886372187,4.931439956335838,35.972077138487535,50.67790650065691,10.023266897746968,2.2037272727272725,30.86183487359208,69.83114087513289,7235544.818181818,35.66563636363637,67.67269999999999,41.56,4.266415587583646,55.56160566444444,2.367812501111111,1.3475,147.7,82.05554354016408,103.62785985756958,60.702806886619534,15.09532443290615,78.0066680908203,-0.9903565108776089,-0.5956784933805466,0.5905206024646757,-0.8478366136550906,-0.8303740501403808,-1.73251006603241,94.19,40.54983,930064.75,2.4953036149707053
Middle East & North Africa,Lebanon,7247.993154616299,-3.317907347207222,23.977960718810504,52.73469754292454,65.69504887585532,10.931799999999999,10.297396150961703,104.1325489666977,5984165.818181818,88.76490909090909,77.5161,12.94,8.492548093953818,577.4883761944444,7.288673507777778,2.825,20,91.96296972302568,77.47955279980161,63.09341314911156,48.73101310898693,92.3422390901828,-1.1047563016414652,-0.8642461568117149,-1.597297000885009,-0.6264775007963173,-0.9050552546977985,-0.5477904617786408,99.88,79.46858,2420593.75,3.9220158049625846
Sub-Saharan Africa,Madagascar,446.867037759888,2.9159726584676973,27.366661113748407,33.6050597494268,70.29047782743211,2.549181818181818,21.133842355392094,72.44021717543946,28276058.636363637,37.869727272727275,63.2404,44.26,3.0718518924554554,19.95558675222222,4.156024272222222,0.32,461.6,50.39387532709065,133.71418500747683,34.908274315144396,5.199187251926045,75.68500137329099,-0.9740162134170532,-1.1559284925460809,-0.4697917908430099,-0.7835656702518463,-0.868983459472656,-0.3255549654364586,30.39,10.013577,411100.3415,0.12899747428678351
East Asia & Pacific,Malaysia,10520.975282456628,4.18245454910242,69.35089223889754,62.460736710509636,25.940334804443765,3.6540909090909093,37.94515166998996,57.42302496639172,33270658.90909091,76.51881818181818,75.5255,6.69,6.545979496842867,407.90518866555556,3.8788445533333333,1.9224999999999999,32.1,97.08507777354224,93.8887101545434,78.18956487885231,40.47206158789198,95.10999908447266,0.20516755003482098,0.9522866308689122,0.16729095913469802,0.6648849844932557,0.4961985707283021,-0.19458027174405293,99.95,85.31497272727273,44689155.620375,7.779234393177006
South Asia,Maldives,10253.629519612836,6.268730349896706,72.17499088571206,72.3103671309203,20.846532438478746,5.319909090909091,10.656122655295755,46.415686163388074,481851.54545454547,40.24545454545454,79.2641,6.82,4.040148820562536,921.3674519855556,9.15486055,5.196666666666667,41.9,99.28218815571482,97.8106545765687,73.17886981337863,28.50566122027717,97.2650012969971,-0.4451234340667725,-0.1573754966259003,0.3906715257093309,-0.5357688844203949,-0.32573242895305177,-0.4249381333589552,99.96,70.62641,1027208.1295702775,4.737506025999976
Sub-Saharan Africa,Mali,874.1594035092845,4.5443242446314125,22.036524652500557,32.1315376469243,34.960032290053185,2.413,23.6844830061849,72.77448044639554,21140986.545454547,43.10727272727273,58.872,64.28,2.5195812094086647,30.213646783333335,3.802034537777778,0.244,434,77.76614040952747,72.0085716327479,39.29915449319797,5.331279119260055,34.27000045776364,-0.7609385550022126,-1.088850420713425,-2.0981149911880492,-0.6368879079818726,-0.8487942278385162,-0.5017923802137373,45.57,22.91316,0,0.2574656447886556
Sub-Saharan Africa,Mauritius,10248.326020506705,2.678913511445804,45.96067803050807,54.686470677662136,43.062463695543315,6.810363636363636,18.033923764784532,71.7580441519541,1263609.4545454546,40.870636363636365,74.08934146341464,13.51,10.911753690032933,577.9876708966667,5.767364821111111,3.555,64.8,99.91658429379541,99.24951102050692,92.84992899923681,41.734665313284154,93.13939948895477,0.29579893872141816,0.9155942738056174,0.8590859055519104,1.110974073410033,0.7884967505931852,0.7470384716987609,99.73,61.71962,1265208.5,3.218996704039603
Latin America & Caribbean,Mexico,10016.126275616785,1.5076901411661692,37.56655786554402,38.98438430829561,50.569034373312064,3.667727272727273,31.76718769989874,68.80374564898317,125500523,80.43754545454546,73.5544,12.47,7.314910183010061,559.6019558377777,5.531138421111111,0.9975,51.3,98.65836339065271,104.9310684204102,101.90786819458008,41.14852943420409,95.27425986939944,-0.937662625312805,-0.14797064289450634,-0.741065376996994,0.05292338188737622,-0.6451040893793107,-0.05713297423499174,99.59,64.76127,52655860.75,3.8159108723732795
Europe & Central Asia,Moldova,3301.1428821404093,2.1334551889276576,32.448854737625346,58.31631096953136,71.85439398962967,1.348090909090909,20.531241724570457,86.21123462329282,2657295.090909091,42.85463636363637,70.2979,13.84,13.723727770015763,278.6699083122222,7.419653414444444,5.7725,21.3,90.2633080415581,105.84346842583909,99.00233940898913,58.923181130073,99.3600006103516,-0.6715360701084137,-0.48034958988428106,-0.3783156409859657,-0.013168621412478316,-0.3819224566221238,0.008035460300743596,99.96000000000001,65.46246,924307.715875,3.3297818755167237
East Asia & Pacific,Mongolia,4124.773493084227,4.10333531247675,59.13817137484573,60.56518026290883,72.25483124882965,6.307090909090909,36.0653736968485,55.4889234182282,3259476.1818181816,68.615,71.10582926829268,13.47,4.278863925207726,224.8954755988889,5.235435697777778,8.03625,48.3,80.76485987455334,94.70381827993694,94.02008771425305,67.10293546026091,98.5304604213694,-0.4983142167329787,-0.35611356496810914,0.7089096188545227,-0.16772271154914037,-0.2692680090665815,0.2903223469853401,95.49,49.5928,496680,7.005737669893724
Middle East & North Africa,Morocco,3258.3752441406273,2.5221015352307643,35.10648849864024,44.237141042867314,67.4830014788259,9.584363636363637,25.42048221221115,60.123638551996486,36181297,62.97609090909091,73.7435,18.65,6.771852198491189,181.1909535722222,5.259593645555555,0.9550000000000001,86.4,83.44223323536067,110.953881554963,82.40667272023494,37.84389127527873,64.2600021362305,-0.3358714938163757,-0.1858197826892138,-0.3672631621360779,-0.11874549183994534,-0.2110249236226081,-0.6131927073001862,99.00999999999999,73.5963,6961712.75,1.8411474069508864
Sub-Saharan Africa,Mozambique,605.7404068908544,3.731327623121535,39.58548502432179,70.41639595299873,52.48611027747399,3.605909090909091,22.02928740121649,69.8972734853484,30014293.545454547,36.558454545454545,60.6655,50.2,2.773185066582041,40.48427412444445,7.660003078888889,0.7525,161.4,55.328464871833866,115.704238666138,35.24144744873047,7.00661271546711,59.53945501435338,-0.8174651384353638,-0.8413506031036379,-0.9540760487318045,-0.7098789185285567,-1.0084398031234727,-0.4768689557909965,29.14,11.995533,560601.2180183938,0.27827032450966405
